,name,key,typee
17079,Yonggang Chen,journals/ijon/WuWC09,Article
17080,Juan Ignacio Mulero Martnez,journals/ijon/Martinez07,Article
17081,Miguel A. Atencia Ruiz,journals/ijon/RuizBCGH07,Article
17082,Hafida Boumeridja,journals/ijon/RuizBCGH07,Article
17083,Gonzalo Joya Caparrs,journals/ijon/RuizBCGH07,Article
17084,Francisco Garca-Lagos,journals/ijon/RuizBCGH07,Article
17085,Francisco Sandoval Hernndez,journals/ijon/RuizBCGH07,Article
17086,Liang Li,journals/ijon/LiWX15,Article
17087,Chen Wang,journals/ijon/LiWX15,Article
17088,Guangming Xie,journals/ijon/LiWX15,Article
17089,Dietmar Heinke,journals/ijon/HeinkeHV02,Article
17090,Glyn W. Humphreys,journals/ijon/HeinkeHV02,Article
17091,Giovanni di Virgilio,journals/ijon/HeinkeHV02,Article
17092,Junyan Yi,journals/ijon/YiYZT09,Article
17093,Gang Yang,journals/ijon/YiYZT09,Article
17094,Zhiqiang Zhang,journals/ijon/YiYZT09,Article
17095,Zheng Tang,journals/ijon/YiYZT09,Article
17096,Jie Pan,journals/ijon/PanLX15,Article
17097,Xinzhi Liu,journals/ijon/PanLX15,Article
17098,Wei-Chau Xie,journals/ijon/PanLX15,Article
17099,Remus Osan,journals/ijon/OsanE03,Article
17100,Bard Ermentrout,journals/ijon/OsanE03,Article
17101,Simo Srkk,journals/ijon/SarkkaVL07,Article
17102,Aki Vehtari,journals/ijon/SarkkaVL07,Article
17103,Jouko Lampinen,journals/ijon/SarkkaVL07,Article
17104,John Zhong Lei,journals/ijon/LeiG12,Article
17105,Ali A. Ghorbani,journals/ijon/LeiG12,Article
17106,Jing Wang,journals/ijon/WangS14b,Article
17107,Hao Shen,journals/ijon/WangS14b,Article
17108,Raymon M. Glantz,journals/ijon/GlantzS02,Article
17109,John P. Schroeter,journals/ijon/GlantzS02,Article
17110,Bruno Apolloni,journals/ijon/ApolloniBL97,Article
17111,Ferdinando Battini,journals/ijon/ApolloniBL97,Article
17112,Costantino Lucisano,journals/ijon/ApolloniBL97,Article
17113,Marzieh Gheisari,journals/ijon/GheisariB15,Article
17114,Mahdieh Soleymani Baghshah,journals/ijon/GheisariB15,Article
17115,Jun-e Feng,journals/ijon/FengX08,Article
17116,Shengyuan Xu,journals/ijon/FengX08,Article
17117,Bonny Banerjee,journals/ijon/BanerjeeD14,Article
17118,Jayanta K. Dutta,journals/ijon/BanerjeeD14,Article
17119,Ahmed S. Al-Araji,journals/ijon/Al-ArajiAA13,Article
17120,Maysam F. Abbod,journals/ijon/Al-ArajiAA13,Article
17121,Hamed S. Al-Raweshidy,journals/ijon/Al-ArajiAA13,Article
17122,Aurel A. Lazar,journals/ijon/Lazar06,Article
17123,Guowan Shao,journals/ijon/ShaoS14,Article
17124,Nong Sang,journals/ijon/ShaoS14,Article
17125,Thabit Sabbah,journals/ijon/SabbahSSIF16,Article
17126,Ali Selamat,journals/ijon/SabbahSSIF16,Article
17127,Md. Hafiz Selamat,journals/ijon/SabbahSSIF16,Article
17128,Roliana Ibrahim,journals/ijon/SabbahSSIF16,Article
17129,Hamido Fujita,journals/ijon/SabbahSSIF16,Article
17130,Tatsumi Furuya,journals/ijon/Furuya90,Article
17131,Jean-Charles Lamirel,journals/ijon/LamirelFG15,Article
17132,Ingrid Falk,journals/ijon/LamirelFG15,Article
17133,Claire Gardent,journals/ijon/LamirelFG15,Article
17134,Steve S. H. Ling,journals/ijon/LingSCLL14,Article
17135,P. P. San,journals/ijon/LingSCLL14,Article
17136,Kit Yan Chan,journals/ijon/LingSCLL14,Article
17137,F. H. Frank Leung,journals/ijon/LingSCLL14,Article
17138,Y. Liu,journals/ijon/LingSCLL14,Article
17139,Jianwen Tao,journals/ijon/TaoWH15,Article
17140,Shitong Wang,journals/ijon/TaoWH15,Article
17141,Wenjun Hu,journals/ijon/TaoWH15,Article
17142,Yixiang Lu,journals/ijon/LuGSXZ16,Article
17143,Qingwei Gao,journals/ijon/LuGSXZ16,Article
17144,Dong Sun,journals/ijon/LuGSXZ16,Article
17145,Yi Xia,journals/ijon/LuGSXZ16,Article
17146,Dexiang Zhang,journals/ijon/LuGSXZ16,Article
17147,Shoji Tanaka,journals/ijon/TanakaO99,Article
17148,Shuhei Okada,journals/ijon/TanakaO99,Article
17149,Jiun-Chi Jan,journals/ijon/JanCH06,Article
17150,Chih-Ming Chen,journals/ijon/JanCH06,Article
17151,Liang-Hao Hsiao,journals/ijon/JanCH06,Article
17152,Shaun M. Lawson,journals/ijon/Lawson92,Article
17153,Ke Ji,journals/ijon/JiSLS16,Article
17154,Runyuan Sun,journals/ijon/JiSLS16,Article
17155,Xiang Li,journals/ijon/JiSLS16,Article
17156,Wenhao Shu,journals/ijon/JiSLS16,Article
17157,Sandra Guzman-Hernandez,journals/ijon/Guzman-Hernandez16,Article
17158,Eduardo Mojica-Nava,journals/ijon/Guzman-Hernandez16,Article
17159,Zhenjiang Zhao,journals/ijon/ZhaoSH14,Article
17160,Qiankun Song,journals/ijon/ZhaoSH14,Article
17161,Shaorong He,journals/ijon/ZhaoSH14,Article
17162,Chuangxia Huang,journals/ijon/HuangHHL08,Article
17163,Yigang He,journals/ijon/HuangHHL08,Article
17164,Lihong Huang,journals/ijon/HuangHHL08,Article
17165,Mingyong Lai,journals/ijon/HuangHHL08,Article
17166,ngel Navia-Vzquez,journals/ijon/Navia-VazquezF99,Article
17167,Anbal R. Figueiras-Vidal,journals/ijon/Navia-VazquezF99,Article
17168,Jennifer Dwyer,journals/ijon/DwyerLMSHD10,Article
17169,Hyong Lee,journals/ijon/DwyerLMSHD10,Article
17170,Amber Martell,journals/ijon/DwyerLMSHD10,Article
17171,Rick L. Stevens,journals/ijon/DwyerLMSHD10,Article
17172,Mark Hereld,journals/ijon/DwyerLMSHD10,Article
17173,Wim van Drongelen,journals/ijon/DwyerLMSHD10,Article
17174,Haibo Gu,journals/ijon/Gu11,Article
17175,Michael Rudolph,journals/ijon/RudolphPPD04,Article
17176,J. Guillaume Pelletier,journals/ijon/RudolphPPD04,Article
17177,Denis Par,journals/ijon/RudolphPPD04,Article
17178,Alain Destexhe,journals/ijon/RudolphPPD04,Article
17179,Manuela Chessa,journals/ijon/ChessaSS16,Article
17180,Silvio P. Sabatini,journals/ijon/ChessaSS16,Article
17181,Fabio Solari,journals/ijon/ChessaSS16,Article
17182,P. Thangavel,journals/ijon/ThangavelK02,Article
17183,T. Kathirvalavakumar,journals/ijon/ThangavelK02,Article
17184,Mohammed S. A. Suhail,journals/ijon/SuhailCKMMCY12,Article
17185,Christina Christianson,journals/ijon/SuhailCKMMCY12,Article
17186,Fred Koehrn,journals/ijon/SuhailCKMMCY12,Article
17187,Shelle A. Malkmus,journals/ijon/SuhailCKMMCY12,Article
17188,William M. Mitchell 0002,journals/ijon/SuhailCKMMCY12,Article
17189,Maripat Corr,journals/ijon/SuhailCKMMCY12,Article
17190,Tony L. Yaksh,journals/ijon/SuhailCKMMCY12,Article
17191,Akio Utsugi,journals/ijon/Utsugi02,Article
17192,Koki Yamashita,journals/ijon/YamashitaT02,Article
17193,Shoji Tanaka,journals/ijon/YamashitaT02,Article
17194,Yun Tian,journals/ijon/TianDLZWWSX13,Article
17195,Fuqing Duan,journals/ijon/TianDLZWWSX13,Article
17196,Ke Lu,journals/ijon/TianDLZWWSX13,Article
17197,Mingquan Zhou,journals/ijon/TianDLZWWSX13,Article
17198,Zhongke Wu,journals/ijon/TianDLZWWSX13,Article
17199,Qingjun Wang,journals/ijon/TianDLZWWSX13,Article
17200,Lin Sun,journals/ijon/TianDLZWWSX13,Article
17201,Lizhi Xie,journals/ijon/TianDLZWWSX13,Article
17202,Jos Manuel Ferrndez,journals/ijon/FerrandezLdCAF11,Article
17203,Victor Lorente,journals/ijon/FerrandezLdCAF11,Article
17204,F. delaPaz,journals/ijon/FerrandezLdCAF11,Article
17205,J. M. Cuadra,journals/ijon/FerrandezLdCAF11,Article
17206,Jos Ramn lvarez Snchez,journals/ijon/FerrandezLdCAF11,Article
17207,Eduardo Fernndez,journals/ijon/FerrandezLdCAF11,Article
17208,Francesco Bianconi,journals/ijon/BianconiA015,Article
17209,Alberto lvarez-Larrn,journals/ijon/BianconiA015,Article
17210,Antonio Fernndez 0003,journals/ijon/BianconiA015,Article
17211,Michel Pratte,journals/ijon/PratteJ12,Article
17212,Marc Jamon,journals/ijon/PratteJ12,Article
17213,Xing Xing,journals/ijon/XingPLC15,Article
17214,Yingnan Pan,journals/ijon/XingPLC15,Article
17215,Qing Lu,journals/ijon/XingPLC15,Article
17216,Hongxia Cui,journals/ijon/XingPLC15,Article
17217,Chen Jing,journals/ijon/JingH15,Article
17218,Jian Hou,journals/ijon/JingH15,Article
17219,Fabian J. Theis,journals/ijon/TheisGKL08,Article
17220,Peter Gruber,journals/ijon/TheisGKL08,Article
17221,Ingo R. Keck,journals/ijon/TheisGKL08,Article
17222,Elmar Wolfgang Lang,journals/ijon/TheisGKL08,Article
17223,Can-Yi Lu,journals/ijon/LuH13,Article
17224,De-Shuang Huang,journals/ijon/LuH13,Article
17225,Antonio Turiel,journals/ijon/TurielDP04,Article
17226,Jos M. Delgado,journals/ijon/TurielDP04,Article
17227,Nstor Parga,journals/ijon/TurielDP04,Article
17228,Xu-Cheng Yin,journals/ijon/YinHH15,Article
17229,Kaizhu Huang,journals/ijon/YinHH15,Article
17230,Hong-Wei Hao,journals/ijon/YinHH15,Article
17231,Junyan Tan,journals/ijon/TanZDZ14,Article
17232,Ling Zhen,journals/ijon/TanZDZ14,Article
17233,Naiyang Deng,journals/ijon/TanZDZ14,Article
17234,Zhiqiang Zhang,journals/ijon/TanZDZ14,Article
17235,Xianbin Cao,journals/ijon/CaoSYL13,Article
17236,Zhengrong Shi,journals/ijon/CaoSYL13,Article
17237,Pingkun Yan,journals/ijon/CaoSYL13,Article
17238,Xuelong Li,journals/ijon/CaoSYL13,Article
17239,Ailong Wu,journals/ijon/WuZZZ11,Article
17240,Zhigang Zeng,journals/ijon/WuZZZ11,Article
17241,Xusheng Zhu,journals/ijon/WuZZZ11,Article
17242,Jine Zhang,journals/ijon/WuZZZ11,Article
17243,A. Arunkumar,journals/ijon/ArunkumarSM15,Article
17244,Rathinasamy Sakthivel,journals/ijon/ArunkumarSM15,Article
17245,K. Mathiyalagan,journals/ijon/ArunkumarSM15,Article
17246,Laurenz Wiskott,journals/ijon/Wiskott99,Article
17247,P. Shanmugavadivu,journals/ijon/ShanmugavadivuS16,Article
17248,P. Sumathy,journals/ijon/ShanmugavadivuS16,Article
17249,A. Vadivel,journals/ijon/ShanmugavadivuS16,Article
17250,Wenying Xu,journals/ijon/XuCX14,Article
17251,Jinde Cao,journals/ijon/XuCX14,Article
17252,Min Xiao,journals/ijon/XuCX14,Article
17253,Baran uruklu,journals/ijon/CurukluL05,Article
17254,Anders Lansner,journals/ijon/CurukluL05,Article
17255,Paulo Aguiar,journals/ijon/AguiarW04,Article
17256,David Willshaw,journals/ijon/AguiarW04,Article
17257,Jinpeng Yu,journals/ijon/YuCYLJC15,Article
17258,Bing Chen,journals/ijon/YuCYLJC15,Article
17259,Haisheng Yu,journals/ijon/YuCYLJC15,Article
17260,Chong Lin,journals/ijon/YuCYLJC15,Article
17261,Zhijian Ji,journals/ijon/YuCYLJC15,Article
17262,Xiaoqing Cheng,journals/ijon/YuCYLJC15,Article
17263,Shusen Zhou,journals/ijon/ZhouCW13,Article
17264,Qingcai Chen,journals/ijon/ZhouCW13,Article
17265,Xiaolong Wang,journals/ijon/ZhouCW13,Article
17266,Xiaoli Li,journals/ijon/LiZ10,Article
17267,Wen Zhang,journals/ijon/LiZ10,Article
17268,Xiuqing Wang,journals/ijon/WangHLTW14,Article
17269,Zeng-Guang Hou,journals/ijon/WangHLTW14,Article
17270,Feng Lv,journals/ijon/WangHLTW14,Article
17271,Min Tan,journals/ijon/WangHLTW14,Article
17272,Yongji Wang,journals/ijon/WangHLTW14,Article
17273,Xiwei Liu,journals/ijon/LiuLZ16,Article
17274,Ying Liu,journals/ijon/LiuLZ16,Article
17275,Lingjun Zhou,journals/ijon/LiuLZ16,Article
17276,Rongsheng Xie,journals/ijon/XieHZT15,Article
17277,Chaoqun Hong,journals/ijon/XieHZT15,Article
17278,Shunzhi Zhu,journals/ijon/XieHZT15,Article
17279,Dapeng Tao,journals/ijon/XieHZT15,Article
17280,David C. Tam,journals/ijon/Tam02a,Article
17281,Remus Osan,journals/ijon/OsanE01,Article
17282,Bard Ermentrout,journals/ijon/OsanE01,Article
17283,Andreas Herzog,journals/ijon/HerzogKMLV07,Article
17284,Karsten Kube,journals/ijon/HerzogKMLV07,Article
17285,Bernd Michaelis,journals/ijon/HerzogKMLV07,Article
17286,Ana D. de Lima,journals/ijon/HerzogKMLV07,Article
17287,Thomas B. Voigt,journals/ijon/HerzogKMLV07,Article
17288,M. N. Mansor,journals/ijon/MansorHBY13,Article
17289,M. Hariharan,journals/ijon/MansorHBY13,Article
17290,Shafriza Nisha Basah,journals/ijon/MansorHBY13,Article
17291,Sazali Yaacob,journals/ijon/MansorHBY13,Article
17292,G. William Moore,journals/ijon/Moore02a,Article
17293,Wei Wang,journals/ijon/WangHW14,Article
17294,Bao-Gang Hu,journals/ijon/WangHW14,Article
17295,Zengfu Wang,journals/ijon/WangHW14,Article
17296,Chun-Guang Li,journals/ijon/LiLG13a,Article
17297,Zhouchen Lin,journals/ijon/LiLG13a,Article
17298,Jun Guo,journals/ijon/LiLG13a,Article
17299,Xiaonan Xia,journals/ijon/XiaZ14,Article
17300,Tianping Zhang,journals/ijon/XiaZ14,Article
17301,Max Zimmermann,journals/ijon/ZimmermannNS15,Article
17302,Eirini Ntoutsi,journals/ijon/ZimmermannNS15,Article
17303,Myra Spiliopoulou,journals/ijon/ZimmermannNS15,Article
17304,Fei Wang 0001,journals/ijon/WangW09,Article
17305,Xin Wang 0013,journals/ijon/WangW09,Article
17306,Xiyan He,journals/ijon/HeMMRBSG14,Article
17307,Gilles Mourot,journals/ijon/HeMMRBSG14,Article
17308,Didier Maquin,journals/ijon/HeMMRBSG14,Article
17309,Jos Ragot,journals/ijon/HeMMRBSG14,Article
17310,Pierre Beauseroy,journals/ijon/HeMMRBSG14,Article
17311,Andr Smolarz,journals/ijon/HeMMRBSG14,Article
17312,Edith Grall-Mas,journals/ijon/HeMMRBSG14,Article
17313,Ran He,journals/ijon/HeHYZ10,Article
17314,Bao-Gang Hu,journals/ijon/HeHYZ10,Article
17315,Xiaotong Yuan,journals/ijon/HeHYZ10,Article
17316,Wei-Shi Zheng,journals/ijon/HeHYZ10,Article
17317,Xu Qiao,journals/ijon/QiaoHINC10,Article
17318,Xian-Hua Han,journals/ijon/QiaoHINC10,Article
17319,Takanori Igarashi,journals/ijon/QiaoHINC10,Article
17320,Keisuke Nakao,journals/ijon/QiaoHINC10,Article
17321,Yen-Wei Chen,journals/ijon/QiaoHINC10,Article
17322,Nicols Garca-Pedrajas,journals/ijon/Garcia-PedrajasF07,Article
17323,Colin Fyfe,journals/ijon/Garcia-PedrajasF07,Article
17324,Mara Victoria Moreno Cano,journals/ijon/CanoZSG13,Article
17325,Miguel A. Zamora-Izquierdo,journals/ijon/CanoZSG13,Article
17326,Jos Santa,journals/ijon/CanoZSG13,Article
17327,Antonio F. Gmez-Skarmeta,journals/ijon/CanoZSG13,Article
17328,Zi-Fa Han,journals/ijon/HanFWL15,Article
17329,Ruibin Feng,journals/ijon/HanFWL15,Article
17330,Wai-Yan Wan,journals/ijon/HanFWL15,Article
17331,Chi-Sing Leung,journals/ijon/HanFWL15,Article
17332,Thomas Wennekers,journals/ijon/WennekersA03,Article
17333,Nihat Ay,journals/ijon/WennekersA03,Article
17334,Quanxue Gao,journals/ijon/GaoZL12,Article
17335,Haijun Zhang,journals/ijon/GaoZL12,Article
17336,Jingjing Liu,journals/ijon/GaoZL12,Article
17337,L. Ma,journals/ijon/MaWNE08,Article
17338,Abdul Wahab,journals/ijon/MaWNE08,Article
17339,Geok See Ng,journals/ijon/MaWNE08,Article
17340,Sevki S. Erdogan,journals/ijon/MaWNE08,Article
17341,Andre B. de Carvalho,journals/ijon/CarvalhoP12,Article
17342,Aurora Pozo,journals/ijon/CarvalhoP12,Article
17343,Nikos Tsourveloudis,journals/ijon/Tsourveloudis10,Article
17344,Kuizhi Mei,journals/ijon/MeiXLLW15,Article
17345,Lu Xu,journals/ijon/MeiXLLW15,Article
17346,Boliang Li,journals/ijon/MeiXLLW15,Article
17347,Bin Lin,journals/ijon/MeiXLLW15,Article
17348,Fang Wang,journals/ijon/MeiXLLW15,Article
17349,Si Wu,journals/ijon/WuAN02,Article
17350,Shun-ichi Amari,journals/ijon/WuAN02,Article
17351,Hiroyuki Nakahara,journals/ijon/WuAN02,Article
17352,Turker Tekin Erguzel,journals/ijon/ErguzelOSTT15,Article
17353,Serhat Ozekes,journals/ijon/ErguzelOSTT15,Article
17354,Gokben Hizli Sayar,journals/ijon/ErguzelOSTT15,Article
17355,Oguz Tan,journals/ijon/ErguzelOSTT15,Article
17356,Nevzat Tarhan,journals/ijon/ErguzelOSTT15,Article
17357,Bo Li,journals/ijon/LiLZ16,Article
17358,Lei Lei,journals/ijon/LiLZ16,Article
17359,Xiao-Ping Zhang,journals/ijon/LiLZ16,Article
17360,Sumio Watanabe,journals/ijon/Watanabe05,Article
17361,Chen Yu,journals/ijon/YuB07,Article
17362,Dana H. Ballard,journals/ijon/YuB07,Article
17363,Rolf D. Henkel,journals/ijon/HenkelEP02,Article
17364,Udo Ernst,journals/ijon/HenkelEP02,Article
17365,Klaus Pawelzik,journals/ijon/HenkelEP02,Article
17366,Wenbing Zhang,journals/ijon/ZhangFMCZ13,Article
17367,Jian-An Fang,journals/ijon/ZhangFMCZ13,Article
17368,Qingying Miao,journals/ijon/ZhangFMCZ13,Article
17369,Liang Chen,journals/ijon/ZhangFMCZ13,Article
17370,Wu Zhu,journals/ijon/ZhangFMCZ13,Article
17371,Anupam Ghosh,journals/ijon/GhoshDD14,Article
17372,Bibhas Chandra Dhara,journals/ijon/GhoshDD14,Article
17373,Rajat K. De,journals/ijon/GhoshDD14,Article
17374,Seyyedeh Fatemeh Molaeezadeh,journals/ijon/MolaeezadehM13,Article
17375,Mohammad Hassan Moradi,journals/ijon/MolaeezadehM13,Article
17376,Yukiyasu Kamitani,journals/ijon/KamitaniBKS01,Article
17377,Vidya M. Bhalodia,journals/ijon/KamitaniBKS01,Article
17378,Yoshihisa Kubota,journals/ijon/KamitaniBKS01,Article
17379,Shinsuke Shimojo,journals/ijon/KamitaniBKS01,Article
17380,Christian Igel,journals/ijon/IgelK03,Article
17381,Martin Kreutz,journals/ijon/IgelK03,Article
17382,Campbell Booth,journals/ijon/BoothM98,Article
17383,Jim R. McDonald,journals/ijon/BoothM98,Article
17384,Myeong-Jin Park,journals/ijon/ParkKPLC15,Article
17385,Oh-Min Kwon,journals/ijon/ParkKPLC15,Article
17386,Ju H. Park,journals/ijon/ParkKPLC15,Article
17387,S. M. Lee,journals/ijon/ParkKPLC15,Article
17388,Eun-Jong Cha,journals/ijon/ParkKPLC15,Article
17389,Zaln Bod,journals/ijon/BodoC14,Article
17390,Lehel Csat,journals/ijon/BodoC14,Article
17391,Michele Folgheraiter,journals/ijon/Folgheraiter16,Article
17392,Yijun Zhang,journals/ijon/ZhangYT09,Article
17393,Dong Yue,journals/ijon/ZhangYT09,Article
17394,Engang Tian,journals/ijon/ZhangYT09,Article
17395,Xiaofeng Liu,journals/ijon/LiuYZ12,Article
17396,Xianqiang Yang,journals/ijon/LiuYZ12,Article
17397,Nanning Zheng,journals/ijon/LiuYZ12,Article
17398,Ying Gao,journals/ijon/GaoT16,Article
17399,Shaocheng Tong,journals/ijon/GaoT16,Article
17400,Lei Guo,journals/ijon/Guo00,Article
17401,Bing Li,journals/ijon/LiSL13,Article
17402,Shiji Song,journals/ijon/LiSL13,Article
17403,Kang Li,journals/ijon/LiSL13,Article
17404,Xiangyong Chen,journals/ijon/ChenQCH16,Article
17405,Jianlong Qiu,journals/ijon/ChenQCH16,Article
17406,Jinde Cao,journals/ijon/ChenQCH16,Article
17407,Haibo He,journals/ijon/ChenQCH16,Article
17408,Yumiao Chen,journals/ijon/ChenYW15,Article
17409,Zhongliang Yang,journals/ijon/ChenYW15,Article
17410,Jiangping Wang,journals/ijon/ChenYW15,Article
17411,Ben Niu,journals/ijon/NiuLL16,Article
17412,Lina Liu,journals/ijon/NiuLL16,Article
17413,Yanyan Liu,journals/ijon/NiuLL16,Article
17414,Yoshiki Kashimori,journals/ijon/KashimoriIF07,Article
17415,Yu Ichinose,journals/ijon/KashimoriIF07,Article
17416,Kazuhisa Fujita,journals/ijon/KashimoriIF07,Article
17417,Ali Fakeri-Tabrizi,journals/ijon/Fakeri-TabriziA15,Article
17418,Massih-Reza Amini,journals/ijon/Fakeri-TabriziA15,Article
17419,Cyril Goutte,journals/ijon/Fakeri-TabriziA15,Article
17420,Nicolas Usunier,journals/ijon/Fakeri-TabriziA15,Article
17421,Shangbing Gao,journals/ijon/GaoYY11,Article
17422,Qiaolin Ye,journals/ijon/GaoYY11,Article
17423,Ning Ye,journals/ijon/GaoYY11,Article
17424,Gert-Jan de Vries,journals/ijon/VriesPB15,Article
17425,Steffen C. Pauws,journals/ijon/VriesPB15,Article
17426,Michael Biehl,journals/ijon/VriesPB15,Article
17427,Tingwen Huang,journals/ijon/HuangHL08,Article
17428,Yu Huang,journals/ijon/HuangHL08,Article
17429,Chuandong Li,journals/ijon/HuangHL08,Article
17430,Manfeng Hu,journals/ijon/HuGHY15,Article
17431,Liuxiao Guo,journals/ijon/HuGHY15,Article
17432,Aihua Hu,journals/ijon/HuGHY15,Article
17433,Yongqing Yang,journals/ijon/HuGHY15,Article
17434,Witold Pedrycz,journals/ijon/PedryczCS03,Article
17435,Myung-Geun Chun,journals/ijon/PedryczCS03,Article
17436,Giancarlo Succi,journals/ijon/PedryczCS03,Article
17437,Hongwei Hu,journals/ijon/HuMJ15,Article
17438,Bo Ma,journals/ijon/HuMJ15,Article
17439,Yunde Jia,journals/ijon/HuMJ15,Article
17440,Zhengqiu Zhang,journals/ijon/ZhangQ15,Article
17441,Zhiyong Quan,journals/ijon/ZhangQ15,Article
17442,Chao Yao,journals/ijon/YaoLLJH16,Article
17443,Zhaoyang Lu,journals/ijon/YaoLLJH16,Article
17444,Jing Li,journals/ijon/YaoLLJH16,Article
17445,Wei Jiang,journals/ijon/YaoLLJH16,Article
17446,Jungong Han,journals/ijon/YaoLLJH16,Article
17447,Friedhelm Schwenker,journals/ijon/SchwenkerDKRP03,Article
17448,Christian Dietrich 0002,journals/ijon/SchwenkerDKRP03,Article
17449,Hans A. Kestler,journals/ijon/SchwenkerDKRP03,Article
17450,Helge Klaus Rieder,journals/ijon/SchwenkerDKRP03,Article
17451,Gunther Palm,journals/ijon/SchwenkerDKRP03,Article
17452,Jonghan Shin,journals/ijon/ShinTMB01,Article
17453,Arkadi Talnov,journals/ijon/ShinTMB01,Article
17454,Gen Matsumoto,journals/ijon/ShinTMB01,Article
17455,Jurij Brankack,journals/ijon/ShinTMB01,Article
17456,S. Senthilraj,journals/ijon/SenthilrajRZSY16,Article
17457,R. Raja,journals/ijon/SenthilrajRZSY16,Article
17458,Quanxin Zhu,journals/ijon/SenthilrajRZSY16,Article
17459,R. Samidurai,journals/ijon/SenthilrajRZSY16,Article
17460,Zhangsong Yao,journals/ijon/SenthilrajRZSY16,Article
17461,Ana L. N. Fred,journals/ijon/FredM16,Article
17462,Maria De Marsico,journals/ijon/FredM16,Article
17463,Taiping Zhang,journals/ijon/ZhangFLTHW08,Article
17464,Bin Fang,journals/ijon/ZhangFLTHW08,Article
17465,Weining Liu,journals/ijon/ZhangFLTHW08,Article
17466,Yuan Yan Tang,journals/ijon/ZhangFLTHW08,Article
17467,Guanghui He,journals/ijon/ZhangFLTHW08,Article
17468,Jing Wen,journals/ijon/ZhangFLTHW08,Article
17469,Huanqing Wang,journals/ijon/WangLLCL14,Article
17470,Xiaoping Liu,journals/ijon/WangLLCL14,Article
17471,Kefu Liu,journals/ijon/WangLLCL14,Article
17472,Bing Chen,journals/ijon/WangLLCL14,Article
17473,Chong Lin,journals/ijon/WangLLCL14,Article
17474,Eimei Oyama,journals/ijon/OyamaMAMT01,Article
17475,Karl F. MacDorman,journals/ijon/OyamaMAMT01,Article
17476,Arvin Agah,journals/ijon/OyamaMAMT01,Article
17477,Taro Maeda,journals/ijon/OyamaMAMT01,Article
17478,Susumu Tachi,journals/ijon/OyamaMAMT01,Article
17479,Pamela M. Baker,journals/ijon/BakerGPOS01,Article
17480,Jrg Grigull,journals/ijon/BakerGPOS01,Article
17481,Peter S. Pennefather,journals/ijon/BakerGPOS01,Article
17482,Beverley A. Orser,journals/ijon/BakerGPOS01,Article
17483,Frances K. Skinner,journals/ijon/BakerGPOS01,Article
17484,Christo Panchev,journals/ijon/PanchevW04,Article
17485,Stefan Wermter,journals/ijon/PanchevW04,Article
17486,Ben Goertzel,journals/ijon/GoertzelLAGC10,Article
17487,Ruiting Lian,journals/ijon/GoertzelLAGC10,Article
17488,Itamar Arel,journals/ijon/GoertzelLAGC10,Article
17489,Hugo de Garis,journals/ijon/GoertzelLAGC10,Article
17490,Shuo Chen,journals/ijon/GoertzelLAGC10,Article
17491,Mehmet Ko,journals/ijon/KocB14,Article
17492,Atalay Barkana,journals/ijon/KocB14,Article
17493,Vlad Wojcik,journals/ijon/WojcikC10,Article
17494,Pascal Comte,journals/ijon/WojcikC10,Article
17495,Xue-Guang Wang,journals/ijon/Wang15,Article
17496,Yurong Liu,journals/ijon/LiuWL08,Article
17497,Zidong Wang,journals/ijon/LiuWL08,Article
17498,Xiaohui Liu,journals/ijon/LiuWL08,Article
17499,Yonggang Qi,journals/ijon/QiGSXZT15,Article
17500,Jun Guo,journals/ijon/QiGSXZT15,Article
17501,Yi-Zhe Song,journals/ijon/QiGSXZT15,Article
17502,Tao Xiang,journals/ijon/QiGSXZT15,Article
17503,Honggang Zhang,journals/ijon/QiGSXZT15,Article
17504,Zheng-Hua Tan,journals/ijon/QiGSXZT15,Article
17505,Jin Seo Cho,journals/ijon/ChoW11,Article
17506,Halbert White,journals/ijon/ChoW11,Article
17507,Zhiquan Ren,journals/ijon/RenYBDD16,Article
17508,Yang Yang,journals/ijon/RenYBDD16,Article
17509,Feng Bao,journals/ijon/RenYBDD16,Article
17510,Yue Deng,journals/ijon/RenYBDD16,Article
17511,Qionghai Dai,journals/ijon/RenYBDD16,Article
17512,Marcelo A. Montemurro,journals/ijon/MontemurroSP07,Article
17513,Riccardo Senatore,journals/ijon/MontemurroSP07,Article
17514,Stefano Panzeri,journals/ijon/MontemurroSP07,Article
17515,Leijun Li,journals/ijon/LiZHWY13,Article
17516,Bo Zou,journals/ijon/LiZHWY13,Article
17517,Qinghua Hu,journals/ijon/LiZHWY13,Article
17518,Xiangqian Wu,journals/ijon/LiZHWY13,Article
17519,Daren Yu,journals/ijon/LiZHWY13,Article
17520,Florian Baumann,journals/ijon/BaumannERL16,Article
17521,Arne Ehlers,journals/ijon/BaumannERL16,Article
17522,Bodo Rosenhahn,journals/ijon/BaumannERL16,Article
17523,Jie Liao,journals/ijon/BaumannERL16,Article
17524,Shengkang Yu,journals/ijon/YuLZZW15,Article
17525,Xi Li,journals/ijon/YuLZZW15,Article
17526,Xueyi Zhao,journals/ijon/YuLZZW15,Article
17527,Zhongfei Zhang,journals/ijon/YuLZZW15,Article
17528,Fei Wu,journals/ijon/YuLZZW15,Article
17529,Yi Tan,journals/ijon/TanLCLLTZ15,Article
17530,Canbing Li,journals/ijon/TanLCLLTZ15,Article
